Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
49116,221.6213,221.6211,0.000205,0.05 LSB,PASS
49117,221.6236,221.625,0.001445,0.37 LSB,PASS
49118,221.6258,221.625,0.000811,0.21 LSB,PASS
49119,221.6281,221.6289,0.000839,0.21 LSB,PASS
49120,221.6303,221.6289,0.001417,0.36 LSB,PASS
49121,221.6326,221.6328,0.000234,0.06 LSB,PASS
49122,221.6348,221.6367,0.001884,0.48 LSB,PASS
49123,221.6371,221.6367,0.000372,0.10 LSB,PASS
49124,221.6393,221.6406,0.001278,0.33 LSB,PASS
49125,221.6416,221.6406,0.000978,0.25 LSB,PASS
49126,221.6439,221.6445,0.000673,0.17 LSB,PASS
49127,221.6461,221.6445,0.001583,0.41 LSB,PASS
49128,221.6484,221.6484,0.000067,0.02 LSB,PASS
49129,221.6506,221.6523,0.001718,0.44 LSB,PASS
49130,221.6529,221.6523,0.000538,0.14 LSB,PASS
49131,221.6551,221.6562,0.001112,0.28 LSB,PASS
49132,221.6574,221.6562,0.001143,0.29 LSB,PASS
49133,221.6596,221.6602,0.000507,0.13 LSB,PASS
49134,221.6619,221.6641,0.002158,0.55 LSB,PASS
49135,221.6642,221.6641,0.000098,0.03 LSB,PASS
49136,221.6664,221.668,0.001553,0.40 LSB,PASS
49137,221.6687,221.668,0.000703,0.18 LSB,PASS
49138,221.6709,221.6719,0.000948,0.24 LSB,PASS
49139,221.6732,221.6719,0.001308,0.33 LSB,PASS
49140,221.6754,221.6758,0.000343,0.09 LSB,PASS
49141,221.6777,221.6797,0.001994,0.51 LSB,PASS
49142,221.6799,221.6797,0.000262,0.07 LSB,PASS
49143,221.6822,221.6836,0.001389,0.36 LSB,PASS
49144,221.6845,221.6836,0.000867,0.22 LSB,PASS
49145,221.6867,221.6875,0.000784,0.20 LSB,PASS
49146,221.689,221.6875,0.001471,0.38 LSB,PASS
49147,221.6912,221.6914,0.00018,0.05 LSB,PASS
49148,221.6935,221.6953,0.00183,0.47 LSB,PASS
49149,221.6957,221.6953,0.000425,0.11 LSB,PASS
49150,221.698,221.6992,0.001226,0.31 LSB,PASS
49151,221.7002,221.6992,0.001029,0.26 LSB,PASS
49152,221.7025,221.7031,0.000622,0.16 LSB,PASS
49153,221.7048,221.7031,0.001634,0.42 LSB,PASS
49154,221.707,221.707,0.000017,0.00 LSB,PASS
49155,221.7093,221.7109,0.001668,0.43 LSB,PASS
49156,221.7115,221.7109,0.000587,0.15 LSB,PASS
49157,221.7138,221.7148,0.001064,0.27 LSB,PASS
49158,221.716,221.7148,0.001191,0.30 LSB,PASS
49159,221.7183,221.7188,0.00046,0.12 LSB,PASS
49160,221.7205,221.7227,0.002111,0.54 LSB,PASS
49161,221.7228,221.7227,0.000144,0.04 LSB,PASS
49162,221.7251,221.7266,0.001508,0.39 LSB,PASS
49163,221.7273,221.7266,0.000748,0.19 LSB,PASS
49164,221.7296,221.7305,0.000904,0.23 LSB,PASS
49165,221.7318,221.7305,0.001351,0.35 LSB,PASS
49166,221.7341,221.7344,0.0003,0.08 LSB,PASS
49167,221.7363,221.7383,0.001951,0.50 LSB,PASS
49168,221.7386,221.7383,0.000304,0.08 LSB,PASS
49169,221.7408,221.7422,0.001348,0.35 LSB,PASS
49170,221.7431,221.7422,0.000907,0.23 LSB,PASS
49171,221.7453,221.7461,0.000744,0.19 LSB,PASS
49172,221.7476,221.7461,0.001511,0.39 LSB,PASS
49173,221.7499,221.75,0.000141,0.04 LSB,PASS
49174,221.7521,221.7539,0.001792,0.46 LSB,PASS
49175,221.7544,221.7539,0.000462,0.12 LSB,PASS
49176,221.7566,221.7578,0.001189,0.30 LSB,PASS
49177,221.7589,221.7578,0.001066,0.27 LSB,PASS
49178,221.7611,221.7617,0.000586,0.15 LSB,PASS
49179,221.7634,221.7617,0.001669,0.43 LSB,PASS
49180,221.7656,221.7656,0.000017,0.00 LSB,PASS
49181,221.7679,221.7695,0.001635,0.42 LSB,PASS
49182,221.7702,221.7695,0.00062,0.16 LSB,PASS
49183,221.7724,221.7734,0.001032,0.26 LSB,PASS
49184,221.7747,221.7734,0.001223,0.31 LSB,PASS
49185,221.7769,221.7773,0.000429,0.11 LSB,PASS
49186,221.7792,221.7812,0.002081,0.53 LSB,PASS
49187,221.7814,221.7812,0.000174,0.04 LSB,PASS
49188,221.7837,221.7852,0.001478,0.38 LSB,PASS
49189,221.7859,221.7852,0.000777,0.20 LSB,PASS
49190,221.7882,221.7891,0.000875,0.22 LSB,PASS
49191,221.7904,221.7891,0.001379,0.35 LSB,PASS
49192,221.7927,221.793,0.000273,0.07 LSB,PASS
49193,221.795,221.7969,0.001925,0.49 LSB,PASS
49194,221.7972,221.7969,0.00033,0.08 LSB,PASS
49195,221.7995,221.8008,0.001322,0.34 LSB,PASS
49196,221.8017,221.8008,0.000932,0.24 LSB,PASS
49197,221.804,221.8047,0.00072,0.18 LSB,PASS
49198,221.8062,221.8047,0.001534,0.39 LSB,PASS
49199,221.8085,221.8086,0.000118,0.03 LSB,PASS
49200,221.8107,221.8125,0.00177,0.45 LSB,PASS
49201,221.813,221.8125,0.000484,0.12 LSB,PASS
49202,221.8152,221.8164,0.001168,0.30 LSB,PASS
49203,221.8175,221.8164,0.001086,0.28 LSB,PASS
49204,221.8197,221.8203,0.000566,0.14 LSB,PASS
49205,221.822,221.8203,0.001688,0.43 LSB,PASS
49206,221.8243,221.8242,0.000036,0.01 LSB,PASS
49207,221.8265,221.8281,0.001616,0.41 LSB,PASS
49208,221.8288,221.8281,0.000638,0.16 LSB,PASS
49209,221.831,221.832,0.001014,0.26 LSB,PASS
49210,221.8333,221.832,0.001239,0.32 LSB,PASS
49211,221.8355,221.8359,0.000413,0.11 LSB,PASS
49212,221.8378,221.8398,0.002065,0.53 LSB,PASS
49213,221.84,221.8398,0.000189,0.05 LSB,PASS
49214,221.8423,221.8438,0.001464,0.37 LSB,PASS
49215,221.8445,221.8438,0.00079,0.20 LSB,PASS
49216,221.8468,221.8477,0.000862,0.22 LSB,PASS
49217,221.849,221.8477,0.001392,0.36 LSB,PASS
49218,221.8513,221.8516,0.000261,0.07 LSB,PASS
49219,221.8536,221.8555,0.001913,0.49 LSB,PASS
49220,221.8558,221.8555,0.00034,0.09 LSB,PASS
49221,221.8581,221.8594,0.001312,0.34 LSB,PASS
49222,221.8603,221.8594,0.000941,0.24 LSB,PASS
49223,221.8626,221.8633,0.000711,0.18 LSB,PASS
49224,221.8648,221.8633,0.001542,0.39 LSB,PASS
49225,221.8671,221.8672,0.00011,0.03 LSB,PASS
49226,221.8693,221.8711,0.001763,0.45 LSB,PASS
49227,221.8716,221.8711,0.000491,0.13 LSB,PASS
49228,221.8738,221.875,0.001162,0.30 LSB,PASS
49229,221.8761,221.875,0.001092,0.28 LSB,PASS
49230,221.8783,221.8789,0.000561,0.14 LSB,PASS
49231,221.8806,221.8789,0.001692,0.43 LSB,PASS
49232,221.8829,221.8828,0.000039,0.01 LSB,PASS
49233,221.8851,221.8867,0.001613,0.41 LSB,PASS
49234,221.8874,221.8867,0.00064,0.16 LSB,PASS
49235,221.8896,221.8906,0.001013,0.26 LSB,PASS
49236,221.8919,221.8906,0.001241,0.32 LSB,PASS
49237,221.8941,221.8945,0.000412,0.11 LSB,PASS
49238,221.8964,221.8984,0.002065,0.53 LSB,PASS
49239,221.8986,221.8984,0.000188,0.05 LSB,PASS
49240,221.9009,221.9023,0.001465,0.38 LSB,PASS
49241,221.9031,221.9023,0.000788,0.20 LSB,PASS
49242,221.9054,221.9062,0.000865,0.22 LSB,PASS
49243,221.9076,221.9062,0.001388,0.36 LSB,PASS
49244,221.9099,221.9102,0.000265,0.07 LSB,PASS
49245,221.9121,221.9141,0.001918,0.49 LSB,PASS
49246,221.9144,221.9141,0.000335,0.09 LSB,PASS
49247,221.9167,221.918,0.001318,0.34 LSB,PASS
49248,221.9189,221.918,0.000935,0.24 LSB,PASS
49249,221.9212,221.9219,0.000718,0.18 LSB,PASS
49250,221.9234,221.9219,0.001535,0.39 LSB,PASS
49251,221.9257,221.9258,0.000118,0.03 LSB,PASS
49252,221.9279,221.9297,0.001771,0.45 LSB,PASS
49253,221.9302,221.9297,0.000482,0.12 LSB,PASS
49254,221.9324,221.9336,0.001172,0.30 LSB,PASS
49255,221.9347,221.9336,0.001081,0.28 LSB,PASS
49256,221.9369,221.9375,0.000572,0.15 LSB,PASS
49257,221.9392,221.9375,0.001681,0.43 LSB,PASS
49258,221.9414,221.9414,0.000027,0.01 LSB,PASS
49259,221.9437,221.9453,0.001626,0.42 LSB,PASS
49260,221.9459,221.9453,0.000627,0.16 LSB,PASS
49261,221.9482,221.9492,0.001027,0.26 LSB,PASS
49262,221.9504,221.9492,0.001226,0.31 LSB,PASS
49263,221.9527,221.9531,0.000427,0.11 LSB,PASS
49264,221.955,221.957,0.002081,0.53 LSB,PASS
49265,221.9572,221.957,0.000172,0.04 LSB,PASS
49266,221.9595,221.9609,0.001482,0.38 LSB,PASS
49267,221.9617,221.9609,0.000771,0.20 LSB,PASS
49268,221.964,221.9648,0.000883,0.23 LSB,PASS
49269,221.9662,221.9648,0.00137,0.35 LSB,PASS
49270,221.9685,221.9688,0.000284,0.07 LSB,PASS
49271,221.9707,221.9727,0.001937,0.50 LSB,PASS
49272,221.973,221.9727,0.000315,0.08 LSB,PASS
49273,221.9752,221.9766,0.001339,0.34 LSB,PASS
49274,221.9775,221.9766,0.000914,0.23 LSB,PASS
49275,221.9797,221.9805,0.00074,0.19 LSB,PASS
49276,221.982,221.9805,0.001513,0.39 LSB,PASS
49277,221.9842,221.9844,0.000141,0.04 LSB,PASS
49278,221.9865,221.9883,0.001795,0.46 LSB,PASS
49279,221.9887,221.9883,0.000457,0.12 LSB,PASS
49280,221.991,221.9922,0.001197,0.31 LSB,PASS
49281,221.9932,221.9922,0.001056,0.27 LSB,PASS
49282,221.9955,221.9961,0.000598,0.15 LSB,PASS
49283,221.9977,221.9961,0.001654,0.42 LSB,PASS
49284,222,222,0,0.00 LSB,PASS
49285,222.0023,222.0039,0.001654,0.42 LSB,PASS
49286,222.0045,222.0039,0.000598,0.15 LSB,PASS
49287,222.0068,222.0078,0.001056,0.27 LSB,PASS
49288,222.009,222.0078,0.001196,0.31 LSB,PASS
49289,222.0113,222.0117,0.000458,0.12 LSB,PASS
49290,222.0135,222.0156,0.002112,0.54 LSB,PASS
49291,222.0158,222.0156,0.00014,0.04 LSB,PASS
49292,222.018,222.0195,0.001514,0.39 LSB,PASS
49293,222.0203,222.0195,0.000738,0.19 LSB,PASS
49294,222.0225,222.0234,0.000916,0.23 LSB,PASS
49295,222.0248,222.0234,0.001336,0.34 LSB,PASS
49296,222.027,222.0273,0.000318,0.08 LSB,PASS
49297,222.0293,222.0312,0.001973,0.50 LSB,PASS
49298,222.0315,222.0312,0.000279,0.07 LSB,PASS
49299,222.0338,222.0352,0.001375,0.35 LSB,PASS
49300,222.036,222.0352,0.000877,0.22 LSB,PASS
49301,222.0383,222.0391,0.000778,0.20 LSB,PASS
49302,222.0405,222.0391,0.001474,0.38 LSB,PASS
49303,222.0428,222.043,0.00018,0.05 LSB,PASS
49304,222.045,222.0469,0.001835,0.47 LSB,PASS
49305,222.0473,222.0469,0.000417,0.11 LSB,PASS
49306,222.0495,222.0508,0.001237,0.32 LSB,PASS
49307,222.0518,222.0508,0.001015,0.26 LSB,PASS
49308,222.054,222.0547,0.00064,0.16 LSB,PASS
49309,222.0563,222.0547,0.001612,0.41 LSB,PASS
49310,222.0586,222.0586,0.000043,0.01 LSB,PASS
49311,222.0608,222.0625,0.001698,0.43 LSB,PASS
49312,222.0631,222.0625,0.000554,0.14 LSB,PASS
49313,222.0653,222.0664,0.001101,0.28 LSB,PASS
49314,222.0676,222.0664,0.001151,0.29 LSB,PASS
49315,222.0698,222.0703,0.000504,0.13 LSB,PASS
49316,222.0721,222.0742,0.002158,0.55 LSB,PASS
49317,222.0743,222.0742,0.000093,0.02 LSB,PASS
49318,222.0766,222.0781,0.001562,0.40 LSB,PASS
49319,222.0788,222.0781,0.00069,0.18 LSB,PASS
49320,222.0811,222.082,0.000965,0.25 LSB,PASS
49321,222.0833,222.082,0.001286,0.33 LSB,PASS
49322,222.0856,222.0859,0.000368,0.09 LSB,PASS
49323,222.0878,222.0898,0.002023,0.52 LSB,PASS
49324,222.0901,222.0898,0.000228,0.06 LSB,PASS
49325,222.0923,222.0938,0.001427,0.37 LSB,PASS
49326,222.0946,222.0938,0.000824,0.21 LSB,PASS
49327,222.0968,222.0977,0.000831,0.21 LSB,PASS
49328,222.0991,222.0977,0.001421,0.36 LSB,PASS
49329,222.1013,222.1016,0.000234,0.06 LSB,PASS
49330,222.1036,222.1055,0.001889,0.48 LSB,PASS
49331,222.1058,222.1055,0.000362,0.09 LSB,PASS
49332,222.1081,222.1094,0.001293,0.33 LSB,PASS
49333,222.1103,222.1094,0.000958,0.25 LSB,PASS
49334,222.1126,222.1133,0.000697,0.18 LSB,PASS
49335,222.1148,222.1133,0.001554,0.40 LSB,PASS
49336,222.1171,222.1172,0.000101,0.03 LSB,PASS
49337,222.1193,222.1211,0.001756,0.45 LSB,PASS
49338,222.1216,222.1211,0.000495,0.13 LSB,PASS
49339,222.1238,222.125,0.001161,0.30 LSB,PASS
49340,222.1261,222.125,0.00109,0.28 LSB,PASS
49341,222.1283,222.1289,0.000565,0.14 LSB,PASS
49342,222.1306,222.1289,0.001686,0.43 LSB,PASS
49343,222.1328,222.1328,0.000031,0.01 LSB,PASS
49344,222.1351,222.1367,0.001625,0.42 LSB,PASS
49345,222.1373,222.1367,0.000626,0.16 LSB,PASS
49346,222.1396,222.1406,0.001029,0.26 LSB,PASS
49347,222.1418,222.1406,0.001222,0.31 LSB,PASS
49348,222.1441,222.1445,0.000434,0.11 LSB,PASS
49349,222.1463,222.1484,0.002089,0.53 LSB,PASS
49350,222.1486,222.1484,0.000161,0.04 LSB,PASS
49351,222.1508,222.1523,0.001494,0.38 LSB,PASS
49352,222.1531,222.1523,0.000757,0.19 LSB,PASS
49353,222.1554,222.1562,0.000899,0.23 LSB,PASS
49354,222.1576,222.1562,0.001352,0.35 LSB,PASS
49355,222.1599,222.1602,0.000304,0.08 LSB,PASS
49356,222.1621,222.1641,0.00196,0.50 LSB,PASS
49357,222.1644,222.1641,0.000291,0.07 LSB,PASS
49358,222.1666,222.168,0.001365,0.35 LSB,PASS
49359,222.1689,222.168,0.000886,0.23 LSB,PASS
49360,222.1711,222.1719,0.00077,0.20 LSB,PASS
49361,222.1734,222.1719,0.001481,0.38 LSB,PASS
49362,222.1756,222.1758,0.000175,0.04 LSB,PASS
49363,222.1779,222.1797,0.001831,0.47 LSB,PASS
49364,222.1801,222.1797,0.00042,0.11 LSB,PASS
49365,222.1824,222.1836,0.001236,0.32 LSB,PASS
49366,222.1846,222.1836,0.001014,0.26 LSB,PASS
49367,222.1869,222.1875,0.000642,0.16 LSB,PASS
49368,222.1891,222.1875,0.001609,0.41 LSB,PASS
49369,222.1914,222.1914,0.000047,0.01 LSB,PASS
49370,222.1936,222.1953,0.001703,0.44 LSB,PASS
49371,222.1959,222.1953,0.000547,0.14 LSB,PASS
49372,222.1981,222.1992,0.001109,0.28 LSB,PASS
49373,222.2004,222.1992,0.001141,0.29 LSB,PASS
49374,222.2026,222.2031,0.000515,0.13 LSB,PASS
49375,222.2049,222.207,0.002171,0.56 LSB,PASS
49376,222.2071,222.207,0.000079,0.02 LSB,PASS
49377,222.2094,222.2109,0.001577,0.40 LSB,PASS
49378,222.2116,222.2109,0.000673,0.17 LSB,PASS
49379,222.2139,222.2148,0.000983,0.25 LSB,PASS
49380,222.2161,222.2148,0.001267,0.32 LSB,PASS
49381,222.2184,222.2188,0.000389,0.10 LSB,PASS
49382,222.2206,222.2227,0.002045,0.52 LSB,PASS
49383,222.2229,222.2227,0.000205,0.05 LSB,PASS
49384,222.2251,222.2266,0.001451,0.37 LSB,PASS
49385,222.2274,222.2266,0.000799,0.20 LSB,PASS
49386,222.2296,222.2305,0.000858,0.22 LSB,PASS
49387,222.2319,222.2305,0.001392,0.36 LSB,PASS
49388,222.2341,222.2344,0.000264,0.07 LSB,PASS
49389,222.2364,222.2383,0.001921,0.49 LSB,PASS
49390,222.2386,222.2383,0.000329,0.08 LSB,PASS
49391,222.2409,222.2422,0.001327,0.34 LSB,PASS
49392,222.2431,222.2422,0.000923,0.24 LSB,PASS
49393,222.2454,222.2461,0.000734,0.19 LSB,PASS
49394,222.2476,222.2461,0.001516,0.39 LSB,PASS
49395,222.2499,222.25,0.000141,0.04 LSB,PASS
49396,222.2521,222.2539,0.001797,0.46 LSB,PASS
49397,222.2544,222.2539,0.000453,0.12 LSB,PASS
49398,222.2566,222.2578,0.001204,0.31 LSB,PASS
49399,222.2589,222.2578,0.001046,0.27 LSB,PASS
49400,222.2611,222.2617,0.000611,0.16 LSB,PASS
49401,222.2634,222.2617,0.001639,0.42 LSB,PASS
49402,222.2656,222.2656,0.000018,0.00 LSB,PASS
49403,222.2679,222.2695,0.001675,0.43 LSB,PASS
49404,222.2701,222.2695,0.000575,0.15 LSB,PASS
49405,222.2724,222.2734,0.001082,0.28 LSB,PASS
49406,222.2746,222.2734,0.001167,0.30 LSB,PASS
49407,222.2769,222.2773,0.000489,0.13 LSB,PASS
49408,222.2791,222.2812,0.002146,0.55 LSB,PASS
49409,222.2814,222.2812,0.000103,0.03 LSB,PASS
49410,222.2836,222.2852,0.001554,0.40 LSB,PASS
49411,222.2859,222.2852,0.000696,0.18 LSB,PASS
49412,222.2881,222.2891,0.000961,0.25 LSB,PASS
49413,222.2904,222.2891,0.001288,0.33 LSB,PASS
49414,222.2926,222.293,0.000369,0.09 LSB,PASS
49415,222.2948,222.2969,0.002026,0.52 LSB,PASS
49416,222.2971,222.2969,0.000223,0.06 LSB,PASS
49417,222.2993,222.3008,0.001434,0.37 LSB,PASS
49418,222.3016,222.3008,0.000816,0.21 LSB,PASS
49419,222.3038,222.3047,0.000841,0.22 LSB,PASS
49420,222.3061,222.3047,0.001408,0.36 LSB,PASS
49421,222.3083,222.3086,0.000249,0.06 LSB,PASS
49422,222.3106,222.3125,0.001906,0.49 LSB,PASS
49423,222.3128,222.3125,0.000343,0.09 LSB,PASS
49424,222.3151,222.3164,0.001315,0.34 LSB,PASS
49425,222.3173,222.3164,0.000935,0.24 LSB,PASS
49426,222.3196,222.3203,0.000723,0.19 LSB,PASS
49427,222.3218,222.3203,0.001526,0.39 LSB,PASS
49428,222.3241,222.3242,0.000131,0.03 LSB,PASS
49429,222.3263,222.3281,0.001788,0.46 LSB,PASS
49430,222.3286,222.3281,0.000461,0.12 LSB,PASS
49431,222.3308,222.332,0.001197,0.31 LSB,PASS
49432,222.3331,222.332,0.001052,0.27 LSB,PASS
49433,222.3353,222.3359,0.000605,0.15 LSB,PASS
49434,222.3376,222.3359,0.001644,0.42 LSB,PASS
49435,222.3398,222.3398,0.000014,0.00 LSB,PASS
49436,222.3421,222.3438,0.001671,0.43 LSB,PASS
49437,222.3443,222.3438,0.000578,0.15 LSB,PASS
49438,222.3466,222.3477,0.00108,0.28 LSB,PASS
49439,222.3488,222.3477,0.001169,0.30 LSB,PASS
49440,222.3511,222.3516,0.000489,0.13 LSB,PASS
49441,222.3533,222.3555,0.002146,0.55 LSB,PASS
49442,222.3556,222.3555,0.000102,0.03 LSB,PASS
49443,222.3578,222.3594,0.001555,0.40 LSB,PASS
49444,222.3601,222.3594,0.000693,0.18 LSB,PASS
49445,222.3623,222.3633,0.000964,0.25 LSB,PASS
49446,222.3646,222.3633,0.001284,0.33 LSB,PASS
49447,222.3668,222.3672,0.000373,0.10 LSB,PASS
49448,222.3691,222.3711,0.002031,0.52 LSB,PASS
49449,222.3713,222.3711,0.000217,0.06 LSB,PASS
49450,222.3736,222.375,0.00144,0.37 LSB,PASS
49451,222.3758,222.375,0.000808,0.21 LSB,PASS
49452,222.3781,222.3789,0.00085,0.22 LSB,PASS
49453,222.3803,222.3789,0.001399,0.36 LSB,PASS
49454,222.3826,222.3828,0.000259,0.07 LSB,PASS
49455,222.3848,222.3867,0.001917,0.49 LSB,PASS
49456,222.387,222.3867,0.000331,0.08 LSB,PASS
49457,222.3893,222.3906,0.001327,0.34 LSB,PASS
49458,222.3915,222.3906,0.000922,0.24 LSB,PASS
49459,222.3938,222.3945,0.000736,0.19 LSB,PASS
49460,222.396,222.3945,0.001512,0.39 LSB,PASS
49461,222.3983,222.3984,0.000146,0.04 LSB,PASS
49462,222.4005,222.4023,0.001804,0.46 LSB,PASS
49463,222.4028,222.4023,0.000444,0.11 LSB,PASS
49464,222.405,222.4062,0.001214,0.31 LSB,PASS
49465,222.4073,222.4062,0.001034,0.26 LSB,PASS
49466,222.4095,222.4102,0.000624,0.16 LSB,PASS
49467,222.4118,222.4102,0.001624,0.42 LSB,PASS
49468,222.414,222.4141,0.000034,0.01 LSB,PASS
49469,222.4163,222.418,0.001692,0.43 LSB,PASS
49470,222.4185,222.418,0.000556,0.14 LSB,PASS
49471,222.4208,222.4219,0.001103,0.28 LSB,PASS
49472,222.423,222.4219,0.001145,0.29 LSB,PASS
49473,222.4253,222.4258,0.000513,0.13 LSB,PASS
49474,222.4275,222.4297,0.002171,0.56 LSB,PASS
49475,222.4298,222.4297,0.000077,0.02 LSB,PASS
49476,222.432,222.4336,0.001582,0.40 LSB,PASS
49477,222.4343,222.4336,0.000666,0.17 LSB,PASS
49478,222.4365,222.4375,0.000992,0.25 LSB,PASS
49479,222.4388,222.4375,0.001256,0.32 LSB,PASS
49480,222.441,222.4414,0.000403,0.10 LSB,PASS
49481,222.4433,222.4453,0.002061,0.53 LSB,PASS
49482,222.4455,222.4453,0.000186,0.05 LSB,PASS
49483,222.4477,222.4492,0.001472,0.38 LSB,PASS
49484,222.45,222.4492,0.000776,0.20 LSB,PASS
49485,222.4522,222.4531,0.000883,0.23 LSB,PASS
49486,222.4545,222.4531,0.001365,0.35 LSB,PASS
49487,222.4567,222.457,0.000294,0.08 LSB,PASS
49488,222.459,222.4609,0.001953,0.50 LSB,PASS
49489,222.4612,222.4609,0.000295,0.08 LSB,PASS
49490,222.4635,222.4648,0.001364,0.35 LSB,PASS
49491,222.4657,222.4648,0.000884,0.23 LSB,PASS
49492,222.468,222.4688,0.000775,0.20 LSB,PASS
49493,222.4702,222.4688,0.001473,0.38 LSB,PASS
49494,222.4725,222.4727,0.000186,0.05 LSB,PASS
49495,222.4747,222.4766,0.001845,0.47 LSB,PASS
49496,222.477,222.4766,0.000403,0.10 LSB,PASS
49497,222.4792,222.4805,0.001256,0.32 LSB,PASS
49498,222.4815,222.4805,0.000991,0.25 LSB,PASS
49499,222.4837,222.4844,0.000668,0.17 LSB,PASS
49500,222.486,222.4844,0.00158,0.40 LSB,PASS
49501,222.4882,222.4883,0.000079,0.02 LSB,PASS
49502,222.4904,222.4922,0.001738,0.44 LSB,PASS
49503,222.4927,222.4922,0.000509,0.13 LSB,PASS
49504,222.4949,222.4961,0.00115,0.29 LSB,PASS
49505,222.4972,222.4961,0.001097,0.28 LSB,PASS
49506,222.4994,222.5,0.000562,0.14 LSB,PASS
49507,222.5017,222.5,0.001685,0.43 LSB,PASS
49508,222.5039,222.5039,0.000026,0.01 LSB,PASS
49509,222.5062,222.5078,0.001633,0.42 LSB,PASS
49510,222.5084,222.5078,0.000614,0.16 LSB,PASS
49511,222.5107,222.5117,0.001045,0.27 LSB,PASS
49512,222.5129,222.5117,0.001202,0.31 LSB,PASS
49513,222.5152,222.5156,0.000457,0.12 LSB,PASS
49514,222.5174,222.5195,0.002116,0.54 LSB,PASS
49515,222.5197,222.5195,0.000131,0.03 LSB,PASS
49516,222.5219,222.5234,0.001528,0.39 LSB,PASS
49517,222.5242,222.5234,0.000718,0.18 LSB,PASS
49518,222.5264,222.5273,0.000941,0.24 LSB,PASS
49519,222.5286,222.5273,0.001306,0.33 LSB,PASS
49520,222.5309,222.5312,0.000353,0.09 LSB,PASS
49521,222.5331,222.5352,0.002013,0.52 LSB,PASS
49522,222.5354,222.5352,0.000234,0.06 LSB,PASS
49523,222.5376,222.5391,0.001425,0.36 LSB,PASS
49524,222.5399,222.5391,0.000822,0.21 LSB,PASS
49525,222.5421,222.543,0.000838,0.21 LSB,PASS
49526,222.5444,222.543,0.001409,0.36 LSB,PASS
49527,222.5466,222.5469,0.000251,0.06 LSB,PASS
49528,222.5489,222.5508,0.00191,0.49 LSB,PASS
49529,222.5511,222.5508,0.000336,0.09 LSB,PASS
49530,222.5534,222.5547,0.001323,0.34 LSB,PASS
49531,222.5556,222.5547,0.000924,0.24 LSB,PASS
49532,222.5579,222.5586,0.000736,0.19 LSB,PASS
49533,222.5601,222.5586,0.00151,0.39 LSB,PASS
49534,222.5624,222.5625,0.000149,0.04 LSB,PASS
49535,222.5646,222.5664,0.001809,0.46 LSB,PASS
49536,222.5668,222.5664,0.000438,0.11 LSB,PASS
49537,222.5691,222.5703,0.001222,0.31 LSB,PASS
49538,222.5713,222.5703,0.001024,0.26 LSB,PASS
49539,222.5736,222.5742,0.000635,0.16 LSB,PASS
49540,222.5758,222.5742,0.001611,0.41 LSB,PASS
49541,222.5781,222.5781,0.000049,0.01 LSB,PASS
49542,222.5803,222.582,0.001709,0.44 LSB,PASS
49543,222.5826,222.582,0.000538,0.14 LSB,PASS
49544,222.5848,222.5859,0.001122,0.29 LSB,PASS
49545,222.5871,222.5859,0.001124,0.29 LSB,PASS
49546,222.5893,222.5898,0.000536,0.14 LSB,PASS
49547,222.5916,222.5898,0.00171,0.44 LSB,PASS
49548,222.5938,222.5938,0.00005,0.01 LSB,PASS
49549,222.596,222.5977,0.00161,0.41 LSB,PASS
49550,222.5983,222.5977,0.000637,0.16 LSB,PASS
49551,222.6005,222.6016,0.001023,0.26 LSB,PASS
49552,222.6028,222.6016,0.001223,0.31 LSB,PASS
49553,222.605,222.6055,0.000437,0.11 LSB,PASS
49554,222.6073,222.6094,0.002097,0.54 LSB,PASS
49555,222.6095,222.6094,0.000149,0.04 LSB,PASS
49556,222.6118,222.6133,0.001512,0.39 LSB,PASS
49557,222.614,222.6133,0.000734,0.19 LSB,PASS
49558,222.6163,222.6172,0.000926,0.24 LSB,PASS
49559,222.6185,222.6172,0.00132,0.34 LSB,PASS
49560,222.6208,222.6211,0.00034,0.09 LSB,PASS
49561,222.623,222.625,0.002,0.51 LSB,PASS
49562,222.6252,222.625,0.000246,0.06 LSB,PASS
49563,222.6275,222.6289,0.001415,0.36 LSB,PASS
49564,222.6297,222.6289,0.000831,0.21 LSB,PASS
49565,222.632,222.6328,0.000829,0.21 LSB,PASS
49566,222.6342,222.6328,0.001417,0.36 LSB,PASS
49567,222.6365,222.6367,0.000244,0.06 LSB,PASS
49568,222.6387,222.6406,0.001904,0.49 LSB,PASS
49569,222.641,222.6406,0.000342,0.09 LSB,PASS
49570,222.6432,222.6445,0.001319,0.34 LSB,PASS
49571,222.6455,222.6445,0.000927,0.24 LSB,PASS
49572,222.6477,222.6484,0.000734,0.19 LSB,PASS
49573,222.6499,222.6484,0.001512,0.39 LSB,PASS
49574,222.6522,222.6523,0.000149,0.04 LSB,PASS
49575,222.6544,222.6562,0.001809,0.46 LSB,PASS
49576,222.6567,222.6562,0.000436,0.11 LSB,PASS
49577,222.6589,222.6602,0.001224,0.31 LSB,PASS
49578,222.6612,222.6602,0.001021,0.26 LSB,PASS
49579,222.6634,222.6641,0.000639,0.16 LSB,PASS
49580,222.6657,222.6641,0.001606,0.41 LSB,PASS
49581,222.6679,222.668,0.000055,0.01 LSB,PASS
49582,222.6702,222.6719,0.001715,0.44 LSB,PASS
49583,222.6724,222.6719,0.00053,0.14 LSB,PASS
